prior,seed_count,mean_jaccard,median_jaccard,q1_jaccard,q3_jaccard,iqr_jaccard,min_jaccard,max_jaccard,source
flat_prior,50,0.2033551771585827,0.17647058823529413,0.15789473684210525,0.23529411764705882,0.07739938080495357,0.0,0.4666666666666667,illustrative
sparse_prior,50,0.20387738955231213,0.17647058823529413,0.15789473684210525,0.24632352941176472,0.08842879256965946,0.047619047619047616,0.4666666666666667,illustrative
