member_i,member_j,action_i,action_j,solver_pair_benefit,solver_single_benefit_sum,interaction_utility,derivation,source
9,17,jacket,combined,1.3017194956897349,1.3127399753194346,-0.011020479629699764,paired frame-solver finite difference,illustrative
9,17,combined,jacket,2.09873234564542,2.1094504354405608,-0.010718089795140884,paired frame-solver finite difference,illustrative
9,17,combined,combined,2.169109693783433,2.1846560201489496,-0.01554632636551645,paired frame-solver finite difference,illustrative
9,18,jacket,combined,1.2032281370201225,1.214893931479093,-0.011665794458970424,paired frame-solver finite difference,illustrative
9,18,combined,combined,2.0743446021439915,2.086809976308608,-0.01246537416461635,paired frame-solver finite difference,illustrative
10,12,jacket,jacket,1.8358143541688499,1.7833078290119708,0.052506525156879036,paired frame-solver finite difference,illustrative
10,12,jacket,combined,4.106518186801775,4.048413456623212,0.0581047301785631,paired frame-solver finite difference,illustrative
10,12,combined,jacket,2.3485771609927575,2.290206552291192,0.05837060870156563,paired frame-solver finite difference,illustrative
10,12,combined,combined,4.619902135372893,4.555312179902433,0.06458995547045987,paired frame-solver finite difference,illustrative
10,15,jacket,jacket,1.2458623050743967,1.2519029180332986,-0.006040612958901903,paired frame-solver finite difference,illustrative
10,15,jacket,combined,2.7760585490931255,2.857709532185737,-0.08165098309261154,paired frame-solver finite difference,illustrative
10,15,combined,jacket,1.7505411384930802,1.7588016413125196,-0.008260502819439353,paired frame-solver finite difference,illustrative
10,15,combined,combined,3.271631113283,3.364608255464958,-0.09297714218195807,paired frame-solver finite difference,illustrative
10,17,jacket,jacket,1.254280410320785,1.2409400619848299,0.013340348335955099,paired frame-solver finite difference,illustrative
10,17,jacket,combined,1.3303790140490968,1.3161456466932187,0.014233367355878102,paired frame-solver finite difference,illustrative
10,17,combined,jacket,1.7606367592260597,1.747838785264051,0.012797973962008768,paired frame-solver finite difference,illustrative
10,17,combined,combined,1.8365478989370665,1.8230443699724397,0.01350352896462681,paired frame-solver finite difference,illustrative
10,18,jacket,combined,1.191473997457475,1.218299602852877,-0.026825605395401908,paired frame-solver finite difference,illustrative
10,18,combined,combined,1.6948088292768304,1.725198326132098,-0.030389496855267595,paired frame-solver finite difference,illustrative
12,13,combined,jacket,2.99289971959535,2.998111982137832,-0.005212262542482193,paired frame-solver finite difference,illustrative
12,13,combined,combined,3.0376032629004612,3.04396823444117,-0.006364971540708808,paired frame-solver finite difference,illustrative
12,14,jacket,jacket,1.2817457032294755,1.2095247279594368,0.07222097527003868,paired frame-solver finite difference,illustrative
12,14,jacket,combined,1.681841856348747,1.611293536837426,0.07054831951132101,paired frame-solver finite difference,illustrative
12,14,combined,jacket,3.5381103568524352,3.474630355570678,0.06348000128175713,paired frame-solver finite difference,illustrative
12,14,combined,combined,3.9442848564162425,3.8763991644486673,0.06788569196757521,paired frame-solver finite difference,illustrative
12,15,jacket,jacket,0.7345755960230171,0.7289314242893852,0.005644171733631964,paired frame-solver finite difference,illustrative
12,15,jacket,combined,2.3412894266554574,2.3347380384418237,0.006551388213633658,paired frame-solver finite difference,illustrative
12,15,combined,jacket,3.0003559141577263,2.9940370519006265,0.0063188622570997666,paired frame-solver finite difference,illustrative
12,15,combined,combined,4.607180555670212,4.599843666053065,0.007336889617146625,paired frame-solver finite difference,illustrative
12,17,combined,jacket,2.9786360243648247,2.983074195852158,-0.004438171487333165,paired frame-solver finite difference,illustrative
12,17,combined,combined,3.0529408164218808,3.0582797805605466,-0.005338964138665858,paired frame-solver finite difference,illustrative
14,15,jacket,combined,2.276225634371851,2.283926431133203,-0.007700796761351825,paired frame-solver finite difference,illustrative
14,15,combined,combined,2.6767613165980464,2.685695240011192,-0.008933923413145806,paired frame-solver finite difference,illustrative
15,17,jacket,jacket,0.19851233343405994,0.18656365726224422,0.01194867617181572,paired frame-solver finite difference,illustrative
15,17,jacket,combined,0.2735575485467834,0.261769241970633,0.011788306576150376,paired frame-solver finite difference,illustrative
15,17,combined,jacket,1.8020439418064704,1.7923702714146827,0.009673670391787681,paired frame-solver finite difference,illustrative
15,17,combined,combined,1.8773975834755063,1.8675758561230715,0.009821727352434806,paired frame-solver finite difference,illustrative
