member_id,member,period,action,source
0,M00,4,combined,illustrative
1,M01,2,combined,illustrative
2,M02,1,jacket,illustrative
3,M03,3,combined,illustrative
5,M05,5,combined,illustrative
6,M06,6,combined,illustrative
7,M07,1,cover,illustrative
